order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale,ano,nome_mes,dia_semana
585,2023-03-05,Vadapav,Fastfood,20,11,220,Cash,female,Morning,2023,March,Sunday
586,2022-05-22,Sandwich,Fastfood,60,15,900,Online,male,Night,2022,May,Sunday
587,2022-04-09,Aalopuri,Fastfood,20,10,200,Cash,female,Night,2022,April,Saturday
588,2022-06-16,Frankie,Fastfood,50,11,550,Cash,female,Morning,2022,June,Thursday
589,2022-08-25,Cold coffee,Beverages,40,5,200,Cash,male,Night,2022,August,Thursday
590,2023-03-27,Panipuri,Fastfood,20,15,300,Online,male,Midnight,2023,March,Monday
591,2022-10-01,Sandwich,Fastfood,60,13,780,Cash,female,Morning,2022,October,Saturday
592,2022-12-04,Sugarcane juice,Beverages,25,7,175,Cash,male,Morning,2022,December,Sunday
593,2023-02-16,Sugarcane juice,Beverages,25,9,225,Cash,female,Evening,2023,February,Thursday
594,2023-01-20,Frankie,Fastfood,50,6,300,Cash,female,Morning,2023,January,Friday
595,2023-02-22,Frankie,Fastfood,50,9,450,Online,male,Afternoon,2023,February,Wednesday
596,2022-04-26,Cold coffee,Beverages,40,1,40,Online,female,Night,2022,April,Tuesday
597,2022-11-30,Panipuri,Fastfood,20,10,200,Online,male,Midnight,2022,November,Wednesday
598,2022-08-02,Cold coffee,Beverages,40,8,320,Cash,female,Afternoon,2022,August,Tuesday
599,2022-10-03,Frankie,Fastfood,50,13,650,Cash,male,Morning,2022,October,Monday
600,2022-12-24,Panipuri,Fastfood,20,6,120,Cash,female,Morning,2022,December,Saturday
601,2022-11-01,Aalopuri,Fastfood,20,12,240,Online,male,Morning,2022,November,Tuesday
602,2022-08-27,Aalopuri,Fastfood,20,10,200,Cash,male,Night,2022,August,Saturday
603,2022-08-31,Vadapav,Fastfood,20,10,200,Cash,female,Afternoon,2022,August,Wednesday
604,2022-09-08,Frankie,Fastfood,50,10,500,Cash,female,Night,2022,September,Thursday
605,2022-04-04,Cold coffee,Beverages,40,15,600,desconhecido,female,Afternoon,2022,April,Monday
606,2022-04-09,Cold coffee,Beverages,40,6,240,Cash,female,Night,2022,April,Saturday
607,2022-12-15,Vadapav,Fastfood,20,9,180,Cash,female,Afternoon,2022,December,Thursday
608,2023-02-28,Aalopuri,Fastfood,20,1,20,Online,male,Midnight,2023,February,Tuesday
609,2023-02-07,Aalopuri,Fastfood,20,14,280,desconhecido,male,Midnight,2023,February,Tuesday
610,2022-05-08,Frankie,Fastfood,50,13,650,Online,female,Evening,2022,May,Sunday
611,2022-06-25,Aalopuri,Fastfood,20,2,40,Online,female,Morning,2022,June,Saturday
612,2023-02-06,Aalopuri,Fastfood,20,3,60,Online,male,Midnight,2023,February,Monday
613,2022-06-10,Vadapav,Fastfood,20,5,100,Online,female,Night,2022,June,Friday
614,2022-12-19,Vadapav,Fastfood,20,2,40,desconhecido,male,Morning,2022,December,Monday
615,2022-08-14,Sandwich,Fastfood,60,14,840,desconhecido,male,Morning,2022,August,Sunday
616,2022-07-15,Vadapav,Fastfood,20,6,120,Online,female,Midnight,2022,July,Friday
617,2022-06-28,Sugarcane juice,Beverages,25,2,50,Cash,male,Night,2022,June,Tuesday
618,2022-04-08,Frankie,Fastfood,50,1,50,Online,male,Evening,2022,April,Friday
619,2022-09-09,Sugarcane juice,Beverages,25,4,100,Cash,female,Morning,2022,September,Friday
620,2022-09-14,Panipuri,Fastfood,20,12,240,Online,female,Evening,2022,September,Wednesday
621,2023-02-13,Aalopuri,Fastfood,20,2,40,Online,female,Evening,2023,February,Monday
622,2022-12-14,Panipuri,Fastfood,20,13,260,Online,male,Afternoon,2022,December,Wednesday
623,2022-04-02,Cold coffee,Beverages,40,15,600,Cash,male,Midnight,2022,April,Saturday
624,2023-03-08,Sandwich,Fastfood,60,9,540,Cash,female,Morning,2023,March,Wednesday
625,2022-06-17,Sandwich,Fastfood,60,15,900,Online,male,Morning,2022,June,Friday
626,2023-02-01,Cold coffee,Beverages,40,15,600,Cash,male,Night,2023,February,Wednesday
627,2022-06-22,Sugarcane juice,Beverages,25,15,375,Online,male,Afternoon,2022,June,Wednesday
628,2022-05-02,Cold coffee,Beverages,40,10,400,desconhecido,female,Night,2022,May,Monday
629,2023-01-20,Sugarcane juice,Beverages,25,9,225,Cash,female,Evening,2023,January,Friday
630,2022-05-27,Frankie,Fastfood,50,7,350,desconhecido,female,Morning,2022,May,Friday
631,2022-07-01,Cold coffee,Beverages,40,13,520,Cash,female,Evening,2022,July,Friday
632,2022-10-28,Panipuri,Fastfood,20,9,180,Online,female,Night,2022,October,Friday
633,2022-05-24,Cold coffee,Beverages,40,3,120,Online,male,Evening,2022,May,Tuesday
634,2022-07-26,Panipuri,Fastfood,20,13,260,Cash,male,Afternoon,2022,July,Tuesday
635,2023-02-06,Vadapav,Fastfood,20,15,300,Online,female,Night,2023,February,Monday
636,2022-04-26,Cold coffee,Beverages,40,12,480,desconhecido,male,Morning,2022,April,Tuesday
637,2022-05-14,Aalopuri,Fastfood,20,7,140,Cash,male,Midnight,2022,May,Saturday
638,2022-08-20,Cold coffee,Beverages,40,11,440,Online,female,Afternoon,2022,August,Saturday
639,2023-01-26,Vadapav,Fastfood,20,14,280,Cash,female,Morning,2023,January,Thursday
640,2023-01-04,Sandwich,Fastfood,60,15,900,Online,male,Night,2023,January,Wednesday
641,2023-02-09,Vadapav,Fastfood,20,15,300,Cash,male,Afternoon,2023,February,Thursday
642,2022-05-09,Cold coffee,Beverages,40,10,400,Online,female,Morning,2022,May,Monday
643,2022-10-20,Sugarcane juice,Beverages,25,2,50,Cash,male,Afternoon,2022,October,Thursday
644,2023-02-03,Panipuri,Fastfood,20,5,100,Online,female,Evening,2023,February,Friday
645,2022-07-26,Sandwich,Fastfood,60,9,540,Cash,female,Night,2022,July,Tuesday
646,2022-08-30,Vadapav,Fastfood,20,14,280,Online,female,Afternoon,2022,August,Tuesday
647,2022-06-05,Vadapav,Fastfood,20,3,60,Cash,male,Afternoon,2022,June,Sunday
648,2022-05-27,Sandwich,Fastfood,60,7,420,Cash,male,Night,2022,May,Friday
649,2022-11-05,Frankie,Fastfood,50,9,450,Cash,male,Midnight,2022,November,Saturday
650,2022-04-07,Sandwich,Fastfood,60,13,780,Online,female,Morning,2022,April,Thursday
651,2022-07-11,Sandwich,Fastfood,60,10,600,Online,female,Midnight,2022,July,Monday
652,2022-05-21,Cold coffee,Beverages,40,13,520,Online,female,Afternoon,2022,May,Saturday
653,2022-05-30,Frankie,Fastfood,50,10,500,Online,female,Midnight,2022,May,Monday
654,2023-03-04,Vadapav,Fastfood,20,9,180,Cash,female,Morning,2023,March,Saturday
655,2022-06-30,Sugarcane juice,Beverages,25,12,300,Online,male,Morning,2022,June,Thursday
656,2022-11-28,Sandwich,Fastfood,60,6,360,Online,female,Midnight,2022,November,Monday
657,2023-01-10,Cold coffee,Beverages,40,7,280,desconhecido,male,Midnight,2023,January,Tuesday
658,2022-10-10,Aalopuri,Fastfood,20,12,240,desconhecido,female,Afternoon,2022,October,Monday
659,2023-01-21,Panipuri,Fastfood,20,2,40,Online,male,Afternoon,2023,January,Saturday
660,2022-07-25,Sandwich,Fastfood,60,9,540,Cash,female,Night,2022,July,Monday
661,2022-10-11,Frankie,Fastfood,50,7,350,Online,female,Midnight,2022,October,Tuesday
662,2023-02-15,Panipuri,Fastfood,20,3,60,Online,female,Afternoon,2023,February,Wednesday
663,2023-02-05,Sugarcane juice,Beverages,25,1,25,Online,male,Night,2023,February,Sunday
664,2022-10-31,Frankie,Fastfood,50,10,500,Online,female,Morning,2022,October,Monday
665,2022-05-06,Aalopuri,Fastfood,20,14,280,Online,female,Evening,2022,May,Friday
666,2023-01-25,Panipuri,Fastfood,20,9,180,Cash,male,Evening,2023,January,Wednesday
667,2022-09-28,Vadapav,Fastfood,20,3,60,Cash,female,Evening,2022,September,Wednesday
668,2022-05-11,Aalopuri,Fastfood,20,4,80,Online,male,Morning,2022,May,Wednesday
669,2023-03-18,Sandwich,Fastfood,60,11,660,Online,male,Evening,2023,March,Saturday
670,2022-07-05,Panipuri,Fastfood,20,15,300,Cash,male,Night,2022,July,Tuesday
671,2022-10-09,Sandwich,Fastfood,60,2,120,Online,male,Afternoon,2022,October,Sunday
672,2022-11-24,Cold coffee,Beverages,40,3,120,desconhecido,female,Evening,2022,November,Thursday
673,2022-09-17,Sandwich,Fastfood,60,12,720,Cash,male,Midnight,2022,September,Saturday
674,2022-07-17,Sugarcane juice,Beverages,25,13,325,desconhecido,male,Morning,2022,July,Sunday
675,2022-04-17,Sandwich,Fastfood,60,12,720,Cash,male,Night,2022,April,Sunday
676,2022-05-04,Frankie,Fastfood,50,7,350,Cash,female,Evening,2022,May,Wednesday
677,2022-05-19,Cold coffee,Beverages,40,3,120,Online,female,Morning,2022,May,Thursday
678,2022-05-23,Aalopuri,Fastfood,20,3,60,Online,male,Evening,2022,May,Monday
679,2022-11-02,Sandwich,Fastfood,60,12,720,Online,male,Morning,2022,November,Wednesday
680,2022-04-20,Cold coffee,Beverages,40,4,160,Cash,male,Night,2022,April,Wednesday
681,2022-12-09,Frankie,Fastfood,50,9,450,Online,female,Night,2022,December,Friday
682,2022-10-11,Aalopuri,Fastfood,20,14,280,Online,male,Midnight,2022,October,Tuesday
683,2022-08-12,Frankie,Fastfood,50,15,750,Cash,male,Midnight,2022,August,Friday
684,2022-09-18,Vadapav,Fastfood,20,5,100,Cash,male,Afternoon,2022,September,Sunday
685,2022-05-20,Aalopuri,Fastfood,20,3,60,Cash,female,Afternoon,2022,May,Friday
686,2022-11-25,Cold coffee,Beverages,40,5,200,Cash,male,Afternoon,2022,November,Friday
687,2022-12-18,Vadapav,Fastfood,20,10,200,Cash,female,Midnight,2022,December,Sunday
688,2022-05-14,Frankie,Fastfood,50,5,250,Online,male,Afternoon,2022,May,Saturday
689,2022-08-13,Vadapav,Fastfood,20,6,120,Cash,female,Afternoon,2022,August,Saturday
690,2022-10-05,Vadapav,Fastfood,20,9,180,Cash,female,Night,2022,October,Wednesday
691,2022-04-01,Sandwich,Fastfood,60,7,420,Cash,female,Evening,2022,April,Friday
692,2023-01-13,Frankie,Fastfood,50,14,700,Online,male,Afternoon,2023,January,Friday
693,2022-11-29,Sugarcane juice,Beverages,25,13,325,Online,female,Midnight,2022,November,Tuesday
694,2022-04-22,Panipuri,Fastfood,20,14,280,Cash,male,Midnight,2022,April,Friday
695,2022-08-24,Panipuri,Fastfood,20,10,200,Online,female,Midnight,2022,August,Wednesday
696,2023-02-23,Sugarcane juice,Beverages,25,3,75,Online,female,Evening,2023,February,Thursday
697,2022-05-05,Sugarcane juice,Beverages,25,5,125,Cash,male,Midnight,2022,May,Thursday
698,2022-11-26,Panipuri,Fastfood,20,10,200,Online,male,Night,2022,November,Saturday
699,2022-09-09,Cold coffee,Beverages,40,1,40,Online,male,Evening,2022,September,Friday
700,2022-11-15,Frankie,Fastfood,50,6,300,Cash,female,Evening,2022,November,Tuesday
701,2022-07-19,Sugarcane juice,Beverages,25,14,350,Online,female,Evening,2022,July,Tuesday
702,2023-03-25,Cold coffee,Beverages,40,13,520,Cash,female,Afternoon,2023,March,Saturday
703,2022-11-01,Panipuri,Fastfood,20,10,200,Online,female,Afternoon,2022,November,Tuesday
704,2022-08-14,Sandwich,Fastfood,60,1,60,Online,female,Evening,2022,August,Sunday
705,2022-10-07,Sandwich,Fastfood,60,6,360,Online,male,Evening,2022,October,Friday
706,2023-02-05,Frankie,Fastfood,50,8,400,Online,male,Night,2023,February,Sunday
707,2022-12-16,Panipuri,Fastfood,20,2,40,Online,male,Night,2022,December,Friday
708,2023-03-15,Sandwich,Fastfood,60,5,300,Cash,female,Midnight,2023,March,Wednesday
709,2023-02-22,Cold coffee,Beverages,40,6,240,Cash,male,Morning,2023,February,Wednesday
710,2023-03-15,Sandwich,Fastfood,60,15,900,desconhecido,male,Night,2023,March,Wednesday
711,2022-10-30,Aalopuri,Fastfood,20,3,60,Cash,male,Afternoon,2022,October,Sunday
712,2022-12-17,Vadapav,Fastfood,20,3,60,Online,female,Midnight,2022,December,Saturday
713,2022-12-02,Sugarcane juice,Beverages,25,14,350,Online,female,Morning,2022,December,Friday
714,2022-12-14,Sugarcane juice,Beverages,25,14,350,Cash,male,Afternoon,2022,December,Wednesday
715,2022-04-12,Sandwich,Fastfood,60,1,60,Online,male,Morning,2022,April,Tuesday
716,2022-12-03,Panipuri,Fastfood,20,9,180,Cash,female,Midnight,2022,December,Saturday
717,2022-10-11,Sugarcane juice,Beverages,25,15,375,desconhecido,female,Evening,2022,October,Tuesday
718,2022-12-28,Aalopuri,Fastfood,20,2,40,Online,male,Afternoon,2022,December,Wednesday
719,2022-05-09,Vadapav,Fastfood,20,15,300,Cash,female,Midnight,2022,May,Monday
720,2022-05-10,Frankie,Fastfood,50,14,700,Cash,female,Morning,2022,May,Tuesday
721,2022-08-13,Panipuri,Fastfood,20,12,240,desconhecido,male,Afternoon,2022,August,Saturday
722,2022-09-14,Vadapav,Fastfood,20,15,300,desconhecido,male,Midnight,2022,September,Wednesday
723,2023-02-16,Cold coffee,Beverages,40,10,400,Online,male,Evening,2023,February,Thursday
724,2022-06-27,Frankie,Fastfood,50,10,500,Cash,female,Night,2022,June,Monday
725,2022-07-04,Vadapav,Fastfood,20,6,120,Online,female,Afternoon,2022,July,Monday
726,2022-09-11,Panipuri,Fastfood,20,1,20,Online,male,Morning,2022,September,Sunday
727,2022-08-25,Aalopuri,Fastfood,20,5,100,Cash,female,Midnight,2022,August,Thursday
728,2022-08-03,Vadapav,Fastfood,20,1,20,Online,male,Midnight,2022,August,Wednesday
729,2022-11-24,Sandwich,Fastfood,60,7,420,Cash,male,Night,2022,November,Thursday
730,2022-06-28,Frankie,Fastfood,50,13,650,Cash,female,Afternoon,2022,June,Tuesday
731,2023-03-09,Frankie,Fastfood,50,10,500,Cash,female,Afternoon,2023,March,Thursday
732,2022-06-13,Panipuri,Fastfood,20,7,140,desconhecido,female,Midnight,2022,June,Monday
733,2023-02-03,Frankie,Fastfood,50,10,500,Cash,male,Evening,2023,February,Friday
734,2022-10-07,Frankie,Fastfood,50,7,350,Cash,male,Evening,2022,October,Friday
735,2022-08-10,Panipuri,Fastfood,20,11,220,Cash,male,Morning,2022,August,Wednesday
736,2022-09-25,Panipuri,Fastfood,20,13,260,desconhecido,male,Afternoon,2022,September,Sunday
737,2022-09-20,Frankie,Fastfood,50,13,650,Online,female,Night,2022,September,Tuesday
738,2023-03-01,Sandwich,Fastfood,60,4,240,Online,female,Morning,2023,March,Wednesday
739,2022-06-06,Aalopuri,Fastfood,20,11,220,Online,male,Night,2022,June,Monday
740,2022-07-30,Aalopuri,Fastfood,20,9,180,Cash,male,Midnight,2022,July,Saturday
741,2022-07-16,Aalopuri,Fastfood,20,5,100,Online,male,Afternoon,2022,July,Saturday
742,2022-11-18,Panipuri,Fastfood,20,14,280,Online,male,Night,2022,November,Friday
743,2022-11-09,Panipuri,Fastfood,20,1,20,Cash,male,Morning,2022,November,Wednesday
744,2022-06-25,Frankie,Fastfood,50,10,500,Cash,female,Morning,2022,June,Saturday
745,2022-09-11,Aalopuri,Fastfood,20,2,40,Online,male,Evening,2022,September,Sunday
746,2022-08-05,Sugarcane juice,Beverages,25,5,125,Online,female,Midnight,2022,August,Friday
747,2023-01-14,Cold coffee,Beverages,40,3,120,Cash,female,Midnight,2023,January,Saturday
748,2022-09-20,Sandwich,Fastfood,60,14,840,Cash,female,Night,2022,September,Tuesday
749,2022-08-31,Vadapav,Fastfood,20,11,220,Cash,male,Morning,2022,August,Wednesday
750,2023-02-01,Frankie,Fastfood,50,1,50,Online,male,Evening,2023,February,Wednesday
751,2022-09-16,Vadapav,Fastfood,20,2,40,Cash,male,Afternoon,2022,September,Friday
752,2022-06-04,Panipuri,Fastfood,20,2,40,Online,female,Morning,2022,June,Saturday
753,2022-06-26,Sugarcane juice,Beverages,25,1,25,Cash,male,Midnight,2022,June,Sunday
754,2022-12-29,Sugarcane juice,Beverages,25,14,350,Cash,female,Evening,2022,December,Thursday
755,2023-01-02,Aalopuri,Fastfood,20,12,240,Cash,female,Night,2023,January,Monday
756,2022-10-21,Sugarcane juice,Beverages,25,10,250,Online,female,Morning,2022,October,Friday
757,2022-12-25,Sugarcane juice,Beverages,25,11,275,Online,male,Morning,2022,December,Sunday
758,2022-09-25,Vadapav,Fastfood,20,3,60,Cash,female,Evening,2022,September,Sunday
759,2022-12-25,Sugarcane juice,Beverages,25,13,325,Online,male,Midnight,2022,December,Sunday
760,2022-11-14,Sugarcane juice,Beverages,25,1,25,Online,female,Evening,2022,November,Monday
761,2022-11-12,Sandwich,Fastfood,60,3,180,desconhecido,female,Midnight,2022,November,Saturday
762,2022-04-09,Vadapav,Fastfood,20,12,240,Online,female,Midnight,2022,April,Saturday
763,2022-07-04,Vadapav,Fastfood,20,14,280,desconhecido,female,Night,2022,July,Monday
764,2023-02-14,Sandwich,Fastfood,60,7,420,Cash,female,Night,2023,February,Tuesday
765,2022-06-15,Sandwich,Fastfood,60,13,780,Cash,male,Night,2022,June,Wednesday
766,2022-06-19,Sandwich,Fastfood,60,10,600,Online,female,Morning,2022,June,Sunday
767,2023-02-26,Frankie,Fastfood,50,8,400,Cash,female,Afternoon,2023,February,Sunday
768,2023-01-12,Sandwich,Fastfood,60,14,840,Cash,male,Afternoon,2023,January,Thursday
769,2022-06-07,Frankie,Fastfood,50,8,400,Cash,male,Morning,2022,June,Tuesday
770,2023-02-22,Aalopuri,Fastfood,20,8,160,Cash,female,Morning,2023,February,Wednesday
771,2022-08-15,Panipuri,Fastfood,20,5,100,Online,female,Midnight,2022,August,Monday
772,2023-03-20,Cold coffee,Beverages,40,9,360,Cash,male,Evening,2023,March,Monday
773,2022-08-14,Cold coffee,Beverages,40,7,280,Online,male,Afternoon,2022,August,Sunday
774,2023-03-15,Vadapav,Fastfood,20,1,20,Online,female,Night,2023,March,Wednesday
775,2023-03-27,Sandwich,Fastfood,60,6,360,Cash,male,Night,2023,March,Monday
776,2023-02-07,Frankie,Fastfood,50,10,500,Cash,male,Midnight,2023,February,Tuesday
777,2022-10-23,Panipuri,Fastfood,20,13,260,Cash,male,Morning,2022,October,Sunday
778,2022-06-11,Frankie,Fastfood,50,13,650,Cash,male,Evening,2022,June,Saturday
779,2023-01-16,Sandwich,Fastfood,60,13,780,desconhecido,male,Night,2023,January,Monday
780,2022-11-27,Sugarcane juice,Beverages,25,13,325,Online,female,Afternoon,2022,November,Sunday
781,2022-05-27,Aalopuri,Fastfood,20,10,200,Online,male,Midnight,2022,May,Friday
782,2022-12-16,Aalopuri,Fastfood,20,5,100,Online,male,Night,2022,December,Friday
783,2022-04-29,Aalopuri,Fastfood,20,8,160,Cash,male,Morning,2022,April,Friday
784,2022-07-09,Vadapav,Fastfood,20,8,160,Cash,female,Morning,2022,July,Saturday
785,2022-12-07,Aalopuri,Fastfood,20,2,40,Online,male,Afternoon,2022,December,Wednesday
786,2023-03-13,Sandwich,Fastfood,60,14,840,Online,female,Night,2023,March,Monday
787,2023-03-25,Aalopuri,Fastfood,20,2,40,Cash,female,Afternoon,2023,March,Saturday
788,2022-08-13,Sugarcane juice,Beverages,25,7,175,Online,male,Afternoon,2022,August,Saturday
789,2022-08-03,Sugarcane juice,Beverages,25,7,175,Cash,male,Morning,2022,August,Wednesday
790,2022-07-20,Panipuri,Fastfood,20,3,60,Cash,female,Evening,2022,July,Wednesday
791,2022-04-07,Vadapav,Fastfood,20,3,60,desconhecido,male,Midnight,2022,April,Thursday
792,2023-02-25,Vadapav,Fastfood,20,2,40,Cash,female,Morning,2023,February,Saturday
793,2022-08-30,Sandwich,Fastfood,60,6,360,Cash,female,Night,2022,August,Tuesday
794,2022-10-02,Sugarcane juice,Beverages,25,5,125,Online,male,Afternoon,2022,October,Sunday
795,2023-01-10,Vadapav,Fastfood,20,9,180,Cash,male,Evening,2023,January,Tuesday
796,2022-06-25,Sugarcane juice,Beverages,25,14,350,Online,male,Night,2022,June,Saturday
797,2022-11-26,Cold coffee,Beverages,40,11,440,Cash,male,Night,2022,November,Saturday
798,2022-05-22,Frankie,Fastfood,50,12,600,desconhecido,male,Night,2022,May,Sunday
799,2023-01-11,Panipuri,Fastfood,20,1,20,Online,female,Night,2023,January,Wednesday
800,2022-11-06,Cold coffee,Beverages,40,14,560,Cash,male,Night,2022,November,Sunday
801,2022-04-28,Aalopuri,Fastfood,20,7,140,Cash,female,Evening,2022,April,Thursday
802,2023-01-23,Sandwich,Fastfood,60,7,420,Online,female,Afternoon,2023,January,Monday
803,2022-08-27,Vadapav,Fastfood,20,5,100,desconhecido,male,Night,2022,August,Saturday
804,2022-10-11,Cold coffee,Beverages,40,12,480,Online,female,Night,2022,October,Tuesday
805,2022-05-08,Sugarcane juice,Beverages,25,1,25,Online,male,Afternoon,2022,May,Sunday
806,2022-05-23,Vadapav,Fastfood,20,3,60,Online,male,Evening,2022,May,Monday
807,2022-06-13,Frankie,Fastfood,50,1,50,Online,female,Midnight,2022,June,Monday
808,2022-09-21,Panipuri,Fastfood,20,1,20,Online,male,Morning,2022,September,Wednesday
809,2022-12-12,Panipuri,Fastfood,20,10,200,Online,male,Evening,2022,December,Monday
810,2022-12-27,Vadapav,Fastfood,20,3,60,Online,male,Morning,2022,December,Tuesday
811,2023-03-02,Aalopuri,Fastfood,20,13,260,Cash,male,Afternoon,2023,March,Thursday
812,2022-08-08,Panipuri,Fastfood,20,5,100,Cash,male,Afternoon,2022,August,Monday
813,2022-10-13,Panipuri,Fastfood,20,10,200,Online,male,Afternoon,2022,October,Thursday
814,2022-10-05,Vadapav,Fastfood,20,13,260,Cash,female,Midnight,2022,October,Wednesday
815,2022-04-20,Cold coffee,Beverages,40,12,480,Online,female,Afternoon,2022,April,Wednesday
816,2023-01-11,Sugarcane juice,Beverages,25,11,275,Cash,male,Morning,2023,January,Wednesday
817,2022-05-21,Aalopuri,Fastfood,20,12,240,Cash,female,Evening,2022,May,Saturday
818,2023-02-28,Frankie,Fastfood,50,6,300,Cash,male,Night,2023,February,Tuesday
819,2022-10-12,Vadapav,Fastfood,20,10,200,Cash,male,Evening,2022,October,Wednesday
820,2023-02-24,Aalopuri,Fastfood,20,3,60,desconhecido,male,Midnight,2023,February,Friday
821,2022-07-24,Aalopuri,Fastfood,20,12,240,Cash,female,Midnight,2022,July,Sunday
822,2022-06-17,Panipuri,Fastfood,20,12,240,Online,male,Morning,2022,June,Friday
823,2023-02-13,Panipuri,Fastfood,20,11,220,Online,male,Midnight,2023,February,Monday
824,2023-01-18,Vadapav,Fastfood,20,2,40,Online,female,Evening,2023,January,Wednesday
825,2022-10-30,Panipuri,Fastfood,20,14,280,Cash,female,Morning,2022,October,Sunday
826,2022-12-02,Sandwich,Fastfood,60,15,900,Cash,female,Night,2022,December,Friday
827,2023-01-06,Sandwich,Fastfood,60,12,720,Cash,male,Midnight,2023,January,Friday
828,2022-08-18,Panipuri,Fastfood,20,6,120,Cash,male,Evening,2022,August,Thursday
829,2022-09-19,Cold coffee,Beverages,40,6,240,Cash,male,Night,2022,September,Monday
830,2022-11-28,Cold coffee,Beverages,40,9,360,desconhecido,male,Night,2022,November,Monday
831,2022-08-01,Frankie,Fastfood,50,5,250,Online,female,Morning,2022,August,Monday
832,2022-06-06,Sugarcane juice,Beverages,25,4,100,Cash,male,Morning,2022,June,Monday
833,2022-09-01,Panipuri,Fastfood,20,2,40,Online,female,Evening,2022,September,Thursday
834,2022-05-25,Sugarcane juice,Beverages,25,14,350,Cash,male,Evening,2022,May,Wednesday
835,2022-09-27,Sugarcane juice,Beverages,25,7,175,Online,male,Afternoon,2022,September,Tuesday
836,2022-08-31,Vadapav,Fastfood,20,2,40,Cash,female,Midnight,2022,August,Wednesday
837,2022-05-19,Aalopuri,Fastfood,20,7,140,Cash,male,Midnight,2022,May,Thursday
838,2022-07-31,Cold coffee,Beverages,40,9,360,Online,female,Morning,2022,July,Sunday
839,2022-05-08,Sugarcane juice,Beverages,25,4,100,Cash,female,Afternoon,2022,May,Sunday
840,2023-02-18,Cold coffee,Beverages,40,15,600,desconhecido,female,Midnight,2023,February,Saturday
841,2023-02-03,Vadapav,Fastfood,20,9,180,Cash,male,Night,2023,February,Friday
842,2022-05-25,Panipuri,Fastfood,20,2,40,Cash,female,Evening,2022,May,Wednesday
843,2022-07-04,Sugarcane juice,Beverages,25,1,25,Cash,female,Morning,2022,July,Monday
844,2022-05-04,Sugarcane juice,Beverages,25,13,325,Cash,male,Morning,2022,May,Wednesday
845,2022-07-01,Cold coffee,Beverages,40,6,240,Online,female,Evening,2022,July,Friday
846,2022-04-20,Aalopuri,Fastfood,20,5,100,Online,male,Afternoon,2022,April,Wednesday
847,2022-08-14,Panipuri,Fastfood,20,11,220,Online,male,Midnight,2022,August,Sunday
848,2022-11-10,Frankie,Fastfood,50,9,450,Cash,male,Night,2022,November,Thursday
849,2022-11-03,Cold coffee,Beverages,40,10,400,Cash,female,Night,2022,November,Thursday
850,2022-08-20,Vadapav,Fastfood,20,3,60,Online,female,Afternoon,2022,August,Saturday
851,2023-01-28,Aalopuri,Fastfood,20,15,300,Online,female,Night,2023,January,Saturday
852,2022-05-05,Sugarcane juice,Beverages,25,8,200,Online,male,Night,2022,May,Thursday
853,2023-02-17,Cold coffee,Beverages,40,3,120,Online,female,Midnight,2023,February,Friday
854,2022-10-14,Cold coffee,Beverages,40,14,560,Online,female,Night,2022,October,Friday
855,2022-10-23,Vadapav,Fastfood,20,5,100,Online,male,Evening,2022,October,Sunday
856,2022-05-04,Aalopuri,Fastfood,20,11,220,Cash,female,Night,2022,May,Wednesday
857,2022-11-08,Sugarcane juice,Beverages,25,14,350,Online,female,Evening,2022,November,Tuesday
858,2022-11-22,Cold coffee,Beverages,40,9,360,Cash,male,Evening,2022,November,Tuesday
859,2022-10-08,Sandwich,Fastfood,60,11,660,Cash,female,Midnight,2022,October,Saturday
860,2022-07-16,Cold coffee,Beverages,40,5,200,Cash,male,Night,2022,July,Saturday
861,2023-01-24,Sugarcane juice,Beverages,25,8,200,Cash,female,Night,2023,January,Tuesday
862,2023-03-10,Frankie,Fastfood,50,7,350,Online,male,Night,2023,March,Friday
863,2022-09-08,Frankie,Fastfood,50,9,450,Online,male,Night,2022,September,Thursday
864,2022-08-20,Cold coffee,Beverages,40,9,360,Online,male,Morning,2022,August,Saturday
865,2023-01-23,Sugarcane juice,Beverages,25,6,150,Cash,female,Night,2023,January,Monday
866,2022-08-13,Frankie,Fastfood,50,10,500,Online,male,Midnight,2022,August,Saturday
867,2023-01-26,Frankie,Fastfood,50,15,750,Cash,male,Midnight,2023,January,Thursday
868,2022-08-17,Aalopuri,Fastfood,20,13,260,Cash,female,Evening,2022,August,Wednesday
869,2022-06-26,Panipuri,Fastfood,20,9,180,Online,male,Midnight,2022,June,Sunday
870,2022-10-31,Cold coffee,Beverages,40,5,200,Online,female,Afternoon,2022,October,Monday
871,2022-12-07,Vadapav,Fastfood,20,14,280,desconhecido,female,Evening,2022,December,Wednesday
872,2022-07-14,Sandwich,Fastfood,60,12,720,Cash,male,Afternoon,2022,July,Thursday
873,2022-05-09,Sugarcane juice,Beverages,25,1,25,Online,male,Night,2022,May,Monday
874,2022-05-09,Cold coffee,Beverages,40,4,160,Cash,male,Midnight,2022,May,Monday
875,2022-08-05,Vadapav,Fastfood,20,15,300,Cash,male,Evening,2022,August,Friday
876,2022-06-10,Cold coffee,Beverages,40,8,320,Online,female,Evening,2022,June,Friday
877,2022-10-27,Sugarcane juice,Beverages,25,14,350,Cash,female,Afternoon,2022,October,Thursday
878,2022-08-12,Sandwich,Fastfood,60,6,360,Online,male,Evening,2022,August,Friday
